{Anser_sphenocercus, Eublepharis_aegagrus} {Apus_zonata, Podoces_alpestris}
{Podoces_alpestris, Sterna_bewickii} {Ethmostigmus_platycephala, Procellaria_rubicola}
{Podoces_alpestris, Sterna_bewickii} {Ethmostigmus_platycephala, Sorex_unicolor}
{Podoces_alpestris, Sterna_bewickii} {Ethmostigmus_platycephala, Trachemys_tatarica}
{Podoces_alpestris, Sterna_bewickii} {Iomachus_teniotis, Numenius_aceras}
{Podoces_alpestris, Sterna_bewickii} {Iomachus_teniotis, Pratincola_vulgaris}
{Podoces_alpestris, Sterna_bewickii} {Iomachus_teniotis, Procellaria_rubicola}
{Podoces_alpestris, Sterna_bewickii} {Iomachus_teniotis, Sorex_unicolor}
{Podoces_alpestris, Sterna_bewickii} {Iomachus_teniotis, Trachemys_tatarica}
{Podoces_alpestris, Sterna_bewickii} {Numenius_aceras, Pratincola_vulgaris}
{Podoces_alpestris, Sterna_bewickii} {Numenius_aceras, Procellaria_rubicola}
{Podoces_alpestris, Sterna_bewickii} {Numenius_aceras, Sorex_unicolor}
{Podoces_alpestris, Sterna_bewickii} {Numenius_aceras, Trachemys_tatarica}
{Podoces_alpestris, Sterna_bewickii} {Pratincola_vulgaris, Sorex_unicolor}
{Podoces_alpestris, Sterna_bewickii} {Pratincola_vulgaris, Trachemys_tatarica}
{Podoces_alpestris, Sterna_bewickii} {Procellaria_rubicola, Sorex_unicolor}
{Podoces_alpestris, Sterna_bewickii} {Procellaria_rubicola, Trachemys_tatarica}
{Pratincola_vulgaris, Trachemys_tatarica} {Anser_sphenocercus, Lepidobatrachus_salei}
{Pratincola_vulgaris, Trachemys_tatarica} {Anser_sphenocercus, Liasis_homeana}
{Pratincola_vulgaris, Trachemys_tatarica} {Anser_sphenocercus, Limnodromus_smithi}
{Pratincola_vulgaris, Trachemys_tatarica} {Anser_sphenocercus, Numenius_aceras}
{Pratincola_vulgaris, Trachemys_tatarica} {Anser_sphenocercus, Procellaria_pyromelana}
{Pratincola_vulgaris, Trachemys_tatarica} {Anser_sphenocercus, Sorex_unicolor}
{Pratincola_vulgaris, Trachemys_tatarica} {Anser_sphenocercus, Sterna_bewickii}
{Pratincola_vulgaris, Trachemys_tatarica} {Lepidobatrachus_salei, Liasis_homeana}
{Pratincola_vulgaris, Trachemys_tatarica} {Lepidobatrachus_salei, Limnodromus_smithi}
{Pratincola_vulgaris, Trachemys_tatarica} {Lepidobatrachus_salei, Numenius_aceras}
{Pratincola_vulgaris, Trachemys_tatarica} {Lepidobatrachus_salei, Procellaria_pyromelana}
{Pratincola_vulgaris, Trachemys_tatarica} {Lepidobatrachus_salei, Sorex_unicolor}
{Pratincola_vulgaris, Trachemys_tatarica} {Lepidobatrachus_salei, Sterna_bewickii}
{Pratincola_vulgaris, Trachemys_tatarica} {Liasis_homeana, Limnodromus_smithi}
{Pratincola_vulgaris, Trachemys_tatarica} {Liasis_homeana, Numenius_aceras}
{Pratincola_vulgaris, Trachemys_tatarica} {Liasis_homeana, Procellaria_pyromelana}
{Pratincola_vulgaris, Trachemys_tatarica} {Liasis_homeana, Sorex_unicolor}
{Pratincola_vulgaris, Trachemys_tatarica} {Liasis_homeana, Sterna_bewickii}
{Pratincola_vulgaris, Trachemys_tatarica} {Limnodromus_smithi, Numenius_aceras}
{Pratincola_vulgaris, Trachemys_tatarica} {Limnodromus_smithi, Procellaria_pyromelana}
{Pratincola_vulgaris, Trachemys_tatarica} {Limnodromus_smithi, Sorex_unicolor}
{Pratincola_vulgaris, Trachemys_tatarica} {Limnodromus_smithi, Sterna_bewickii}
{Pratincola_vulgaris, Trachemys_tatarica} {Numenius_aceras, Procellaria_pyromelana}
{Pratincola_vulgaris, Trachemys_tatarica} {Numenius_aceras, Sorex_unicolor}
{Pratincola_vulgaris, Trachemys_tatarica} {Numenius_aceras, Sterna_bewickii}
{Pratincola_vulgaris, Trachemys_tatarica} {Procellaria_pyromelana, Sorex_unicolor}
{Pratincola_vulgaris, Trachemys_tatarica} {Procellaria_pyromelana, Sterna_bewickii}
{Pratincola_vulgaris, Trachemys_tatarica} {Sorex_unicolor, Sterna_bewickii}
